project_id,worksite_id,state,subwatershed,watershed,subbasin,basin,project_source,adj_cost,pure_culv,ua_dist,ua_nn_name,uc_dist,uc_nn_name,fips,county,state_fips,emp_agforest,emp_mining,emp_util,emp_const,emp_manuf,emp_wholesale,emp_retail,emp_transport,emp_info,emp_finance,emp_realestate,emp_profsci,emp_mgmn,emp_admin,emp_educ,emp_health,emp_arts,emp_food,emp_other,comid,popdens_cat,popdens_cat_nodata,popdens_acc,popdens_acc_notdata,popdens_tot,popdens_tot_nodata,hdens_cat,hdens_cat_nodata,hdens_acc,hdens_acc_notdata,hdens_tot,hdens_tot_nodata,nlcd_openwater_acc,nlcd_icesnow_acc,nlcd_devopen_acc,nlcd_devlow_acc,nlcd_devmed_acc,nlcd_devhigh_acc,nlcd_barren_acc,nlcd_fordec_acc,nlcd_forcon_acc,nlcd_formix_acc,nlcd_shrub_acc,nlcd_grass_acc,nlcd_pasture_acc,nlcd_crop_acc,nlcd_wetwood_acc,nlcd_wetherb_acc,nlcd_nodat_acc,nlcd_openwater_cat,nlcd_icesnow_cat,nlcd_devopen_cat,nlcd_devlow_cat,nlcd_devmed_cat,nlcd_devhigh_cat,nlcd_barren_cat,nlcd_fordec_cat,nlcd_forcon_cat,nlcd_formix_cat,nlcd_shrub_cat,nlcd_grass_cat,nlcd_pasture_cat,nlcd_crop_cat,nlcd_wetwood_cat,nlcd_wetherb_cat,nlcd_nodat_cat,nlcd_openwater_tot,nlcd_icesnow_tot,nlcd_devopen_tot,nlcd_devlow_tot,nlcd_devmed_tot,nlcd_devhigh_tot,nlcd_barren_tot,nlcd_fordec_tot,nlcd_forcon_tot,nlcd_formix_tot,nlcd_shrub_tot,nlcd_grass_tot,nlcd_pasture_tot,nlcd_crop_tot,nlcd_wetwood_tot,nlcd_wetherb_tot,nlcd_nodat_tot,slope,upst_dist,ppt_cat,ppt_acc,ppt_tot,bfi_cat,bfi_acc,bfi_tot,bankfull_width,bankfull_depth,bankfull_xsec_area,cat_streamriver,cat_artificial,cat_canalditch,cat_connector,cat_pipeline,acc_streamriver,acc_artificial,acc_canalditch,acc_connector,acc_pipeline,tot_streamriver,tot_artificial,tot_canalditch,tot_connector,tot_pipeline,id,acc_s1100,acc_s1200,acc_s1400,acc_s1500,acc_s1630,acc_s1640,acc_s1710,acc_s1720,acc_s1730,acc_s1740,acc_s1750,acc_s1780,acc_s1820,acc_s1830,acc_total_road_dens,cat_s1100,cat_s1200,cat_s1400,cat_s1500,cat_s1630,cat_s1640,cat_s1710,cat_s1720,cat_s1730,cat_s1740,cat_s1750,cat_s1780,cat_s1820,cat_s1830,cat_total_road_dens,tot_s1100,tot_s1200,tot_s1400,tot_s1500,tot_s1630,tot_s1640,tot_s1710,tot_s1720,tot_s1730,tot_s1740,tot_s1750,tot_s1780,tot_s1820,tot_s1830,tot_total_road_dens,acc_basin_area,acc_stream_slope,acc_basin_slope,acc_elev_mean,acc_elev_min,acc_elev_max,acc_stream_length,cat_basin_area,cat_basin_slope,cat_elev_mean,cat_elev_min,cat_elev_max,cat_stream_slope,cat_stream_length,tot_basin_area,tot_basin_slope,tot_elev_mean,tot_elev_min,tot_elev_max,tot_stream_slope,tot_stream_length,cat_rdx,acc_rdx,tot_rdx,sinuosity,cat_strm_dens,acc_strm_dens,tot_strm_dens,latitude,longitude,nlcd_2001,nlcd_2004,nlcd_2006,nlcd_2008,nlcd_2011,nlcd_2013,nlcd_2016,snet_distm,snet_name,snet_spp,snet_use,nhd_dist_m,nhd_leng_m,nhd_r_code,nhd_ftype,slope_deg,here_distm,here_speed,here_class,here_paved,here_publi,huc12,huc12_name,hu_type,hu_mod,to_huc12,brick_coun,brick_totp,const_coun,const_totp,merch_coun,merch_totp,metal_coun,metal_totp,sales_coun,sand_count,bia_5km_buff,blm_5km_buff,bpa_5km_buff,coe_5km_buff,fws_5km_buff,gsa_5km_buff,lg_5km_buff,nps_5km_buff,pv_5km_buff,pvi_5km_buff,pvn_5km_buff,pvu_5km_buff,st_5km_buff,stf_5km_buff,stl_5km_buff,stp_5km_buff,stw_5km_buff,und_5km_buff,usfs_5km_buff,water_5km_buff,bia_2km_buff,blm_2km_buff,bpa_2km_buff,coe_2km_buff,fws_2km_buff,gsa_2km_buff,lg_2km_buff,nps_2km_buff,pv_2km_buff,pvi_2km_buff,pvn_2km_buff,pvu_2km_buff,st_2km_buff,stf_2km_buff,stl_2km_buff,stp_2km_buff,stw_2km_buff,und_2km_buff,usfs_2km_buff,water_2km_buff,bia_1km_buff,blm_1km_buff,bpa_1km_buff,coe_1km_buff,fws_1km_buff,gsa_1km_buff,lg_1km_buff,nps_1km_buff,pv_1km_buff,pvi_1km_buff,pvn_1km_buff,pvu_1km_buff,st_1km_buff,stf_1km_buff,stl_1km_buff,stp_1km_buff,stw_1km_buff,und_1km_buff,usfs_1km_buff,water_1km_buff,geometry,project_year,nlcd_current,n_worksites,n_culverts,action_fishpass_culvimp_prj,action_fishpass_culvinst_prj,action_fishpass_culvrem_prj,action_fishpass_culvimp_count_prj,action_fishpass_culvinst_count_prj,action_fishpass_culvrem_count_prj,action_fishpass_culvimp_wrk,action_fishpass_culvinst_wrk,action_fishpass_culvrem_wrk,action_fishpass_culvimp_count_wrk,action_fishpass_culvinst_count_wrk,action_fishpass_culvrem_count_wrk,cost_per_culvert,dist_max,dist_mean
HWS - HWS_15866,HWS - HWS_15866-WS-1,WA,CHUMSTICK CREEK,ICICLE/CHUMSTICK,WENATCHEE,UPPER COLUMBIA,HABITAT WORK SCHEDULE,169460.0584516678,TRUE,23778.65633191374,"Wenatchee, WA Urbanized Area",0,"Leavenworth, WA Urban Cluster",53007,Chelan,53,1096,0,0,1533,1767,2114,4077,711,812,863,415,1242,0,488,84,5259,712,3179,1044,23082634,24.43,0,1.26,0,1.26,0,5.61,0,5.98,0,5.98,0,0,0,0.98,0.41,0.15,0,0.03,0.34,41.96,1.53,42.67,11.11,0,0.17,0.64,0,0,0,0,0.78,6.27,3.39,0,0,0,48.83,0.52,20.1,12.79,0,3.92,3.39,0,0,0,0,0.98,0.41,0.15,0,0.03,0.34,41.96,1.53,42.67,11.11,0,0.17,0.64,0,0,0.04964613,9.724,652.92,736.56,736.56,70,70.28,70.28,6.29,0.42,3.34,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,2457689,0,0,2.32,0,0,0.43,0,0,0,0,0,0,0,0,2.75,0,0,4.64,0,0,0,0,0,0,0,0,0,0,0,4.64,0,0,2.32,0,0,0.43,0,0,0,0,0,0,0,0,2.75,7.88,0.078189,48.44,744.07,383.1,1356.81,9.72,0.34,28.92,442.97,383.1,589.42,0.05,0.763,7.88,48.44,744.07,383.1,1356.81,0.078189,9.72,4,12,12,1.01,2.24,1.23,1.23,47.62921835,-120.6485757,52,52,52,52,52,52,52,175.02,Chumstick Creek,Steelhead,Spawning and rearing,24.09,749,17020011001037,460,4.38466167,71.28,6,5,N,Y,170200110705,Chumstick Creek,S,"GC,CD",170200110706,1.18023e-4,0.00182579,3.08533e-4,0.00416378,4.44127e-4,0.0059715,2.09485e-5,2.09485e-5,0,1.64478e-4,0,0,0,0,0,0,0,0,0.61253068,0,0,0,0,0,0,0,0,0,0.38746932,0,0,0,0,0,0,0,0,0,0.77676216,0,0,0,0,0,0,0,0,0,0.22323784,0,0,0,0,0,0,0,0,0,0.98087153,0,0,0,0,0,0,0,0,0,0.01912847,0,"c(-120.6485757, 47.62921835)",2011,52,2,2,1,0,0,2,0,0,1,0,0,1,0,0,84730.0292258339,535.3165571160943,267.65827855804713
HWS - HWS_15866,HWS - HWS_15866-WS-2,WA,CHUMSTICK CREEK,ICICLE/CHUMSTICK,WENATCHEE,UPPER COLUMBIA,HABITAT WORK SCHEDULE,169460.0584516678,TRUE,24116.222238467188,"Wenatchee, WA Urbanized Area",470.7259568253237,"Leavenworth, WA Urban Cluster",53007,Chelan,53,1096,0,0,1533,1767,2114,4077,711,812,863,415,1242,0,488,84,5259,712,3179,1044,23082646,0.52,0,0.52,0,0.52,0,6,0,6,0,6,0,0,0,1.43,0.34,0,0,0,0.56,53.99,1.47,34.65,7.08,0,0,0.47,0,0,0,0,1.43,0.34,0,0,0,0.56,53.99,1.47,34.65,7.08,0,0,0.47,0,0,0,0,1.43,0.34,0,0,0,0.56,53.99,1.47,34.65,7.08,0,0,0.47,0,0,0.1544435,3.681,758.16,758.16,758.16,70.61,70.61,70.61,4.22,0.31,1.74,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,2457695,0,0,2.61,0,0,1.18,0,0,0,0,0,0,0,0,3.79,0,0,2.61,0,0,1.18,0,0,0,0,0,0,0,0,3.79,0,0,2.61,0,0,1.18,0,0,0,0,0,0,0,0,3.79,2.89,0.040761,47.21,832.69,420.78,1356.81,3.68,2.89,47.21,832.69,420.78,1356.81,0.15,3.681,2.89,47.21,832.69,420.78,1356.81,0.040761,3.68,8,8,8,1.15,1.27,1.27,1.27,47.62839449,-120.6555931,42,42,42,42,42,42,42,684.88,Chumstick Creek,Steelhead,Spawning and rearing,45.18,4056,17020011001042,460,4.38466167,606.18,6,5,N,Y,170200110705,Chumstick Creek,S,"GC,CD",170200110706,1.19967e-4,0.00191101,3.05703e-4,0.00411648,4.44127e-4,0.0059715,1.99713e-5,1.99713e-5,0,1.63216e-4,0,0,0,0,0,0,0,0,0.54892876,0,0,0,0,0,0,0,0,0,0.45107124,0,0,0,0,0,0,0,0,0,0.45145332,0,0,0,0,0,0,0,0,0,0.54854668,0,0,0,0,0,0,0,0,0,0.40230818,0,0,0,0,0,0,0,0,0,0.59769182,0,"c(-120.6555931, 47.62839449)",2011,42,2,2,1,0,0,2,0,0,1,0,0,1,0,0,84730.0292258339,535.3165571160943,267.65827855804713
HWS - HWS_16361,HWS - HWS_16361-WS-1,WA,SEQUIM BAY,SEQUIM BAY,DUNGENESS/ELWHA,PUGET SOUND,HABITAT WORK SCHEDULE,63169.851820078904,TRUE,33603.87240755939,"Bremerton, WA Urbanized Area",5889.360272304433,"Sequim, WA Urban Cluster",53009,Clallam,53,380,0,23,1313,1472,323,3393,459,0,612,308,783,42,355,130,3906,566,2077,925,23997788,19.81,0,19.81,0,19.81,0,10.38,0,10.38,0,10.38,0,0,0,5.46,4.62,0.6,0.11,0.02,1.31,55.29,11.68,7.89,5.47,6.47,0,0.86,0.22,0,0,0,5.46,4.62,0.6,0.11,0.02,1.31,55.29,11.68,7.89,5.47,6.47,0,0.86,0.22,0,0,0,5.46,4.62,0.6,0.11,0.02,1.31,55.29,11.68,7.89,5.47,6.47,0,0.86,0.22,0,0.05450777,3.816,522.24,522.24,522.24,59,59,59,7.66,0.49,4.61,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,2586396,0,0.25,1.87,0,0,0,0,0,0,0,0,0.03,0,0,2.15,0,0.25,1.87,0,0,0,0,0,0,0,0,0.03,0,0,2.15,0,0.25,1.87,0,0,0,0,0,0,0,0,0.03,0,0,2.15,12.9,0.013089,13.18,199.31,2.97,611.88,3.82,12.9,13.18,199.31,2.97,611.88,0.05,3.816,12.9,13.18,199.31,2.97,611.88,0.013089,3.82,8,8,8,1.23,0.3,0.3,0.3,48.03371801,-122.9736116,43,43,43,43,43,43,43,1380.64,NA,Coho salmon,Migration only,3.67,1133.31,17110020000350,460,7.56652689,220.61,6,5,Y,Y,171100200202,Town of Blyn-Frontal Sequim Bay,F,"PD,DD",171100200700,0.00205297,0.0132759,0.00201504,0.0133522,0.00469225,0.0302843,6.59832e-4,0.00391804,0,0.00140022,0,0,0,0,0,0,0,0,0.63622394,0,0,0,0.3045868,0,0,0,0,0,0,0.05918926,0,0,0,0,0,0,0,0,0.74300086,0,0,0,0.25699914,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.86759898,0,0,0,0.13240102,0,0,0,0,0,0,0,"c(-122.9736116, 48.03371801)",2009,43,1,2,1,0,0,1,0,0,1,0,0,1,0,0,31584.925910039452,0,0
HWS - HWS_16370,HWS - HWS_16370-WS-1,WA,COVILLE/SALT CREEK,LYRE/TWIN RIVER,CRESCENT/HOKO,PUGET SOUND,HABITAT WORK SCHEDULE,74844.09581588997,TRUE,81679.84045179539,"Bremerton, WA Urbanized Area",12181.421616870519,"Port Angeles, WA Urban Cluster",53009,Clallam,53,409,8,0,1184,1558,302,3348,464,213,531,337,796,0,346,0,3955,0,2101,929,24001535,28.92,0,10.94,0,10.94,0,6.93,0,6.77,0,6.77,0,0,0,4.75,0.53,0,0,0,7.85,52.26,20.32,10.69,0.5,3.02,0,0.08,0,0,0,0,9.4,1.94,0,0,0,11.8,30.05,30.14,3.5,1.84,11.06,0,0.28,0,0,0,0,4.75,0.53,0,0,0,7.85,52.26,20.32,10.69,0.5,3.02,0,0.08,0,0,0.0636179,4.705,825.24,952.8,952.8,59.81,59.95,59.95,4.59,0.33,2,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,2586829,0,0.09,1.44,0,0,0,0,0,0,0,0,0,0,0,1.53,0,0.34,2.82,0,0,0,0,0,0,0,0,0,0,0,3.16,0,0.09,1.44,0,0,0,0,0,0,0,0,0,0,0,1.53,3.58,0.038217,30.1,374.73,62.08,767.22,4.71,0.98,13.06,141.42,62.08,295.5,0.06,1.921,3.58,30.1,374.73,62.08,767.22,0.038217,4.71,3,4,4,1.17,1.96,1.32,1.32,48.12115764,-123.6891541,81,81,81,81,81,81,81,227.55,NA,Coho salmon,Spawning and rearing,26.74,247,17110021007422,460,3.57795,322.52,3,4,Y,Y,171100210301,Salt Creek,S,NM,171100211200,0.00180343,0.00811564,5.73078e-4,0.00214196,0.00255576,0.0109014,2.02107e-4,7.29386e-4,0,2.73159e-4,0,0,0,0,0,0,0,0,0.76034754,0,0,0,0.23965246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"c(-123.6891541, 48.12115764)",2011,81,1,1,0,1,0,0,1,0,0,1,0,0,1,0,74844.09581588997,0,0
HWS - HWS_16457,HWS - HWS_16457-WS-1,WA,ELGIN,PUGET,KITSAP,PUGET SOUND,HABITAT WORK SCHEDULE,160300.0552921182,TRUE,1810.2778611087572,"Seattle, WA Urbanized Area",1810.2778611087572,"Seattle, WA Urbanized Area",53035,Kitsap,53,0,0,0,3255,1750,973,10425,918,1674,1956,1109,4049,0,3437,975,12827,1424,7227,3064,23989205,114.61,0,114.61,0,114.61,0,33.45,0,33.45,0,33.45,0,0.55,0,10.45,7.33,0.26,0.02,0.14,1.7,51.35,9.13,8.11,4.79,1.86,0,3.89,0.42,0,0.55,0,10.45,7.33,0.26,0.02,0.14,1.7,51.35,9.13,8.11,4.79,1.86,0,3.89,0.42,0,0.55,0,10.45,7.33,0.26,0.02,0.14,1.7,51.35,9.13,8.11,4.79,1.86,0,3.89,0.42,0,0.01122035,5.968,1575.12,1575.12,1575.12,54.23,54.23,54.23,8.55,0.53,5.52,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,2585206,0,0,2.4,0,0,0,0,0,0,0.05,0.01,0,0,0,2.46,0,0,2.4,0,0,0,0,0,0,0.05,0.01,0,0,0,2.46,0,0,2.4,0,0,0,0,0,0,0.05,0.01,0,0,0,2.46,17.02,0.001675,5.27,107.32,24.45,162.07,5.97,17.02,5.27,107.32,24.45,162.07,0.01,5.968,17.02,5.27,107.32,24.45,162.07,0.001675,5.97,7,7,7,1.39,0.35,0.35,0.35,47.4051019,-122.7141108,41,41,41,41,41,41,41,560.55,Huge Creek,Steelhead,Migration only,2.17,235,17110019004724,460,0.8027975,206.66,6,5,Y,Y,171100190701,Key Peninsula-Frontal Carr Inlet,F,NM,171100190900,0.0023589,0.0225595,0.00701979,0.0791093,0.0114895,0.125891,0.00207915,0.0237334,0,0.00279851,0,0,0,0,0,0,0,0,0.96955508,0,0,0,0.02930097,0,0,0,0.00114395,0,0,0,0,0,0,0,0,0,0,0,0.98750166,0,0,0,0.01249834,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.95000008,0,0,0,0.04999992,0,0,0,0,0,0,0,"c(-122.7141108, 47.4051019)",2011,41,7,7,1,0,0,7,0,0,1,0,0,1,0,0,22900.007898874028,31500.355914294414,9361.273975453054
HWS - HWS_16457,HWS - HWS_16457-WS-3,WA,ELGIN,PUGET,KITSAP,PUGET SOUND,HABITAT WORK SCHEDULE,160300.0552921182,TRUE,0,"Seattle, WA Urbanized Area",0,"Seattle, WA Urbanized Area",53053,Pierce,53,214,179,603,14887,15167,10971,32395,12730,3959,9507,4846,8231,4837,11055,7307,43202,6289,21105,12943,23990435,188.64,0,188.64,0,188.64,0,75.16,0,75.16,0,75.16,0,2.56,0,19.25,11.91,2.95,0.4,0.17,0.96,34.41,7.93,5.27,2.51,4.68,0,5.81,1.19,0,2.56,0,19.25,11.91,2.95,0.4,0.17,0.96,34.41,7.93,5.27,2.51,4.68,0,5.81,1.19,0,2.56,0,19.25,11.91,2.95,0.4,0.17,0.96,34.41,7.93,5.27,2.51,4.68,0,5.81,1.19,0,0.01057937,4.862,1534.32,1534.32,1534.32,56.56,56.56,56.56,6.07,0.41,3.15,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,2585779,0,0.48,3.38,0,0,0,0,0,0,0.12,0,0,0,0,3.98,0,0.48,3.38,0,0,0,0,0,0,0.12,0,0,0,0,3.98,0,0.48,3.38,0,0,0,0,0,0,0.12,0,0,0,0,3.98,7.21,0.002058,4.59,76.42,17.28,117.15,4.86,7.21,4.59,76.42,17.28,117.15,0.01,4.862,7.21,4.59,76.42,17.28,117.15,0.002058,4.86,6,6,6,1.12,0.67,0.67,0.67,47.38112186,-122.6948913,23,23,23,23,23,23,23,48.37,NA,Chum salmon,Spawning and rearing,48.37,2037,17110019012973,460,0.57556057,4.82,4,4,Y,Y,171100190701,Key Peninsula-Frontal Carr Inlet,F,NM,171100190900,0.00235637,0.0225552,0.00709648,0.0805181,0.0115524,0.127556,0.00210613,0.024415,0,0.00286604,0,0,0,0,0,0,0,0,0.9297949,0,0,0,0.06455258,0,0,0,0.00565252,0,0,0,0,0,0,0,0,0,0,0,0.98278084,0,0,0,0,0,0,0,0.01721916,0,0,0,0,0,0,0,0,0,0,0,0.99649164,0,0,0,0,0,0,0,0.00350836,0,0,0,"c(-122.6948913, 47.38112186)",2011,23,7,7,1,0,0,7,0,0,1,0,0,1,0,0,22900.007898874028,31500.355914294414,9361.273975453054
HWS - HWS_16457,HWS - HWS_16457-WS-4,WA,PUGET,PUGET,KITSAP,PUGET SOUND,HABITAT WORK SCHEDULE,160300.0552921182,TRUE,0,"Seattle, WA Urbanized Area",0,"Seattle, WA Urbanized Area",53053,Pierce,53,214,179,603,14887,15167,10971,32395,12730,3959,9507,4846,8231,4837,11055,7307,43202,6289,21105,12943,23990437,187.03,0,155.92,0,155.92,0,107.41,0,76.28,0,76.28,0,0.09,0,11.59,8.29,2.2,0.48,0.37,7.19,38.52,19.8,4.31,2.83,0.75,0,2.88,0.7,0,0.11,0,11.59,9.25,4.66,1.11,0.7,7.78,27.6,22.58,4.04,3.47,1.21,0,4.32,1.59,0,0.09,0,11.59,8.29,2.2,0.48,0.37,7.19,38.52,19.8,4.31,2.83,0.75,0,2.88,0.7,0,0.01429838,7.839,1449.36,1449.12,1449.12,55.71,55.48,55.48,6.87,0.45,3.86,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,2585780,0,0.42,2.58,0,0,0,0,0,0,0,0,0,0,0,3.01,0,0.98,2.95,0,0,0,0,0,0,0,0,0,0,0,3.93,0,0.42,2.58,0,0,0,0,0,0,0,0,0,0,0,3.01,9.85,0.007653,6.43,81.29,1.87,132.35,7.84,4.23,6.77,62.08,1.87,123.6,0.01,3.157,9.85,6.43,81.29,1.87,132.35,0.007653,7.84,13,15,15,1.04,0.75,0.8,0.8,47.39874819,-122.620474,21,21,21,21,21,21,21,0.62,Purdy Creek,Chum salmon,Migration only,0.62,2117,17110019000661,460,2.01106858,74.83,5,4,Y,Y,171100190702,Burley Creek-Frontal Carr Inlet,F,NM,171100190900,0.00252427,0.0243854,0.00766762,0.0860258,0.0124938,0.136842,0.00228057,0.0260569,0,0.00295448,0,0,0,0,0,0,0,0,0.99775411,0,0,0,0.00224589,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9994945,0,0,0,5.055e-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"c(-122.620474, 47.39874819)",2011,21,7,7,1,0,0,7,0,0,1,0,0,1,0,0,22900.007898874028,31500.355914294414,9361.273975453054
HWS - HWS_16457,HWS - HWS_16457-WS-5,WA,ELGIN,PUGET,KITSAP,PUGET SOUND,HABITAT WORK SCHEDULE,160300.0552921182,TRUE,433.66145419718504,"Seattle, WA Urbanized Area",433.66145419718504,"Seattle, WA Urbanized Area",53053,Pierce,53,214,179,603,14887,15167,10971,32395,12730,3959,9507,4846,8231,4837,11055,7307,43202,6289,21105,12943,23989203,119.13,0,119.13,0,119.13,0,57.43,0,57.43,0,57.43,0,0.27,0,15.23,10.05,1.3,0.16,2.43,1.25,36.55,9.64,7.84,3.28,4.29,0,7.4,0.3,0,0.27,0,15.23,10.05,1.3,0.16,2.43,1.25,36.55,9.64,7.84,3.28,4.29,0,7.4,0.3,0,0.27,0,15.23,10.05,1.3,0.16,2.43,1.25,36.55,9.64,7.84,3.28,4.29,0,7.4,0.3,0,0.01070275,5.785,1559.4,1559.4,1559.4,54.78,54.78,54.78,8.02,0.5,4.97,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,2585205,0,0,2.31,0,0,0,0,0,0,0.1,0,0,0,0,2.41,0,0,2.31,0,0,0,0,0,0,0.1,0,0,0,0,2.41,0,0,2.31,0,0,0,0,0,0,0.1,0,0,0,0,2.41,14.49,0.001727,5.47,99.41,24.28,153.58,5.79,14.49,5.47,99.41,24.28,153.58,0.01,5.785,14.49,5.47,99.41,24.28,153.58,0.001727,5.79,6,6,6,1.22,0.4,0.4,0.4,47.39297276,-122.6941315,22,22,22,22,22,22,22,76.28,Minter Creek,Coho salmon,Spawning and rearing,76.28,2639,17110019000158,460,0.26844797,47.14,6,5,Y,Y,171100190701,Key Peninsula-Frontal Carr Inlet,F,NM,171100190900,0.00237719,0.0227661,0.00710717,0.0804228,0.0116214,0.127615,0.00211948,0.0244327,0,0.00285992,0,0,0,0,0,0,0,0,0.92025565,0,0,0,0.07442014,0,0,0,0.00532421,0,0,0,0,0,0,0,0,0,0,0,0.82359457,0,0,0,0.1759083,0,0,0,4.9713e-4,0,0,0,0,0,0,0,0,0,0,0,0.9362601,0,0,0,0.0637399,0,0,0,0,0,0,0,"c(-122.6941315, 47.39297276)",2011,22,7,7,1,0,0,7,0,0,1,0,0,1,0,0,22900.007898874028,31500.355914294414,9361.273975453054
HWS - HWS_16457,HWS - HWS_16457-WS-6,WA,ELGIN,PUGET,KITSAP,PUGET SOUND,HABITAT WORK SCHEDULE,160300.0552921182,TRUE,36.75291370522168,"Seattle, WA Urbanized Area",36.75291370522168,"Seattle, WA Urbanized Area",53035,Kitsap,53,0,0,0,3255,1750,973,10425,918,1674,1956,1109,4049,0,3437,975,12827,1424,7227,3064,23989203,119.13,0,119.13,0,119.13,0,57.43,0,57.43,0,57.43,0,0.27,0,15.23,10.05,1.3,0.16,2.43,1.25,36.55,9.64,7.84,3.28,4.29,0,7.4,0.3,0,0.27,0,15.23,10.05,1.3,0.16,2.43,1.25,36.55,9.64,7.84,3.28,4.29,0,7.4,0.3,0,0.27,0,15.23,10.05,1.3,0.16,2.43,1.25,36.55,9.64,7.84,3.28,4.29,0,7.4,0.3,0,0.01070275,5.785,1559.4,1559.4,1559.4,54.78,54.78,54.78,8.02,0.5,4.97,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,2585205,0,0,2.31,0,0,0,0,0,0,0.1,0,0,0,0,2.41,0,0,2.31,0,0,0,0,0,0,0.1,0,0,0,0,2.41,0,0,2.31,0,0,0,0,0,0,0.1,0,0,0,0,2.41,14.49,0.001727,5.47,99.41,24.28,153.58,5.79,14.49,5.47,99.41,24.28,153.58,0.01,5.785,14.49,5.47,99.41,24.28,153.58,0.001727,5.79,6,6,6,1.22,0.4,0.4,0.4,47.41770527,-122.6799403,21,21,21,21,21,21,21,109.88,Minter Creek,Coho salmon,Spawning and rearing,106.75,1011,17110019000158,460,0.57153726,18.39,4,4,Y,Y,171100190701,Key Peninsula-Frontal Carr Inlet,F,NM,171100190900,0.00242219,0.0232377,0.00731993,0.0820142,0.0118313,0.129155,0.0021861,0.0247662,0,0.00286107,0,0,0,0,0,0,0,0,0.95482009,0,0,0,0.04517991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"c(-122.6799403, 47.41770527)",2011,21,7,7,1,0,0,7,0,0,1,0,0,1,0,0,22900.007898874028,31500.355914294414,9361.273975453054
HWS - HWS_16457,HWS - HWS_16457-WS-7,WA,ELGIN,PUGET,KITSAP,PUGET SOUND,HABITAT WORK SCHEDULE,160300.0552921182,TRUE,1452.151071065405,"Seattle, WA Urbanized Area",1452.151071065405,"Seattle, WA Urbanized Area",53053,Pierce,53,214,179,603,14887,15167,10971,32395,12730,3959,9507,4846,8231,4837,11055,7307,43202,6289,21105,12943,23989203,119.13,0,119.13,0,119.13,0,57.43,0,57.43,0,57.43,0,0.27,0,15.23,10.05,1.3,0.16,2.43,1.25,36.55,9.64,7.84,3.28,4.29,0,7.4,0.3,0,0.27,0,15.23,10.05,1.3,0.16,2.43,1.25,36.55,9.64,7.84,3.28,4.29,0,7.4,0.3,0,0.27,0,15.23,10.05,1.3,0.16,2.43,1.25,36.55,9.64,7.84,3.28,4.29,0,7.4,0.3,0,0.01070275,5.785,1559.4,1559.4,1559.4,54.78,54.78,54.78,8.02,0.5,4.97,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,2585205,0,0,2.31,0,0,0,0,0,0,0.1,0,0,0,0,2.41,0,0,2.31,0,0,0,0,0,0,0.1,0,0,0,0,2.41,0,0,2.31,0,0,0,0,0,0,0.1,0,0,0,0,2.41,14.49,0.001727,5.47,99.41,24.28,153.58,5.79,14.49,5.47,99.41,24.28,153.58,0.01,5.785,14.49,5.47,99.41,24.28,153.58,0.001727,5.79,6,6,6,1.22,0.4,0.4,0.4,47.40214839,-122.6933162,41,41,41,41,41,41,41,55.14,Minter Creek,Coho salmon,Spawning and rearing,55.14,2639,17110019000158,460,1.18965983,119.11,5,4,Y,Y,171100190701,Key Peninsula-Frontal Carr Inlet,F,NM,171100190900,0.00238656,0.0228594,0.00721373,0.0813156,0.0116498,0.127578,0.00213203,0.0244404,0,0.00285327,0,0,0,0,0,0,0,0,0.92128137,0,0,0,0.07611739,0,0,0,0.00260124,0,0,0,0,0,0,0,0,0,0,0,0.85095749,0,0,0,0.14904251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.98026488,0,0,0,0.01973512,0,0,0,0,0,0,0,"c(-122.6933162, 47.40214839)",2011,41,7,7,1,0,0,7,0,0,1,0,0,1,0,0,22900.007898874028,31500.355914294414,9361.273975453054
