project_id,completed_year,latitude,longitude,basin,project_source,project_cost,n_worksites,n_action_prj,n_action_prj_dist,n_metric_prj,n_metric_prj_dist,adj_cost,cost_avail,action_fishpass_culvimp,action_fishpass_culvinst,action_fishpass_culvrem,action_fishpass_culvimp_count,action_fishpass_culvinst_count,action_fishpass_culvrem_count,n_culverts,n_culverts_fromcount,cost_per_culvert,dist_max,dist_mean
BPA_1990-018-00_60430,2014,48.3,-118.73,UPPER COLUMBIA,BPA,10597,1,2,2,0,0,11487.622569229174,TRUE,1,1,0,1,1,0,2,0,5743.811284614587,0,0
BPA_1995-011-00_52435,2012,48.43,-118.22,UPPER COLUMBIA,BPA,1182000,1,2,2,0,0,1327899.0387379841,TRUE,1,1,0,1,1,0,2,0,663949.5193689921,0,0
BPA_2002-072-00_67264,2015,45.72,-115.26,CLEARWATER,BPA,161028,2,4,2,0,0,172755.77709126155,TRUE,1,1,0,2,2,0,4,0,43188.94427281539,0,0
BPA_2007-064-00_60023,2014,45.51,-116.08,SALMON,BPA,81445,1,2,2,0,0,88290.02738047278,TRUE,1,1,0,1,1,0,2,0,44145.01369023639,0,0
BPA_2007-064-00_63843,2015,45.63,-116.05,SALMON,BPA,91028,1,2,2,0,0,97657.63020756238,TRUE,1,1,0,1,1,0,2,0,48828.81510378119,0,0
BPA_2007-092-00_53830,2013,46.075,-115.425,CLEARWATER,BPA,210628,2,4,2,0,0,232551.1556467365,TRUE,1,1,0,2,2,0,4,0,58137.788911684125,2573.209595811788,1286.604797905894
BPA_2010-001-00_51398,2012,48.28,-119.7,UPPER COLUMBIA,BPA,182858,1,2,2,0,0,205428.90222127776,TRUE,1,1,0,1,1,0,2,0,102714.45111063888,0,0
BPA_2010-086-00_64047,2014,45.806666666666665,-115.48666666666666,CLEARWATER,BPA,382046,3,6,2,0,0,414154.9733022298,TRUE,1,1,0,3,3,0,6,0,69025.82888370496,18203.326684569514,8201.112993260127
BPA_2010-086-00_67262,2015,45.89,-115.47,CLEARWATER,BPA,389811,1,2,2,0,0,418201.19621259504,TRUE,1,1,0,1,1,0,2,0,209100.59810629752,0,0
BPA_2011-018-00_58411,2013,48.4,-117.25,PEND OREILLE,BPA,18813,1,2,2,0,0,20771.145769707986,TRUE,1,1,0,1,1,0,2,0,10385.572884853993,0,0
FISHER FISHERIES - TF_1,2003,46.09709933333333,-116.11832933333334,CLEARWATER,FISHER FISHERIES,NA,3,3,1,0,0,NA,FALSE,1,0,0,3,0,0,3,0,NA,146122.34305589896,65417.28822951361
FISHER FISHERIES - TF_108,2002,44.363736,-119.76956,JOHN DAY,FISHER FISHERIES,NA,1,1,1,0,0,NA,FALSE,1,0,0,1,0,0,1,0,NA,0,0
FISHER FISHERIES - TF_117,2002,44.675682,-118.619581,JOHN DAY,FISHER FISHERIES,NA,1,1,1,0,0,NA,FALSE,1,0,0,1,0,0,1,0,NA,0,0
FISHER FISHERIES - TF_274,2003,46.254462,-123.319178,LOWER COLUMBIA,FISHER FISHERIES,NA,1,1,1,0,0,NA,FALSE,0,0,1,0,0,1,1,0,NA,0,0
FISHER FISHERIES - TF_285,2000,45.991465,-123.795546,LOWER COLUMBIA,FISHER FISHERIES,NA,1,2,2,0,0,NA,FALSE,1,0,1,1,0,1,2,0,NA,0,0
FISHER FISHERIES - TF_286,2000,45.953967,-123.734507,LOWER COLUMBIA,FISHER FISHERIES,NA,1,1,1,0,0,NA,FALSE,1,0,0,1,0,0,1,0,NA,0,0
FISHER FISHERIES - TF_287,2000,46.006281,-123.618869,LOWER COLUMBIA,FISHER FISHERIES,NA,1,1,1,0,0,NA,FALSE,0,0,1,0,0,1,1,0,NA,0,0
FISHER FISHERIES - TF_293,2001,45.766462,-122.90665,WILLAMETTE,FISHER FISHERIES,NA,1,1,1,0,0,NA,FALSE,0,0,1,0,0,1,1,0,NA,0,0
FISHER FISHERIES - TF_294,2001,44.609847,-122.707264,WILLAMETTE,FISHER FISHERIES,NA,1,1,1,0,0,NA,FALSE,1,0,0,1,0,0,1,0,NA,0,0
FISHER FISHERIES - TF_51,2003,46.046807,-123.1366155,LOWER COLUMBIA,FISHER FISHERIES,NA,2,4,2,0,0,NA,FALSE,1,0,1,2,0,2,4,0,NA,1069.4210403857007,534.7105201928504
FISHER FISHERIES - TF_52,2000,46.125996,-123.31199,LOWER COLUMBIA,FISHER FISHERIES,NA,1,1,1,0,0,NA,FALSE,0,1,0,0,1,0,1,0,NA,0,0
FISHER FISHERIES - TF_77,2004,46.258890125,-123.84933649999999,LOWER COLUMBIA,FISHER FISHERIES,NA,8,8,1,0,0,NA,FALSE,0,0,1,0,0,8,8,0,NA,6702.824219704387,2268.5578921795363
GRMWP - GRMWP_1746,2005,45.257534500000006,-116.933672,LOWER SNAKE,GRMWP,21537,4,4,1,0,0,27678.50567552959,TRUE,0,0,1,0,0,4,4,0,6919.626418882397,19573.56876723481,8740.923617647535
GRMWP - GRMWP_1762,2006,45.260273,-118.401901,LOWER SNAKE,GRMWP,227225,1,1,1,1,1,283431.57985315955,TRUE,1,0,0,1,0,0,1,0,283431.57985315955,0,0
GRMWP - GRMWP_1765,2006,45.273028,-117.953905,LOWER SNAKE,GRMWP,31454,1,1,1,1,1,39234.48965871397,TRUE,1,0,0,1,0,0,1,0,39234.48965871397,0,0
GRMWP - GRMWP_1770,2006,45.778158,-116.950104,LOWER SNAKE,GRMWP,114575,1,1,1,1,1,142916.37479007925,TRUE,1,0,0,1,0,0,1,0,142916.37479007925,0,0
GRMWP - GRMWP_1772,2003,45.425482,-117.1716,LOWER SNAKE,GRMWP,26324,1,1,1,0,0,35823.80356385749,TRUE,1,0,0,1,0,0,1,0,35823.80356385749,0,0
HWS - HWS_10321,2004,47.47160664,-120.5872536,UPPER COLUMBIA,HABITAT WORK SCHEDULE,150000,1,1,1,0,0,198781.45164144243,TRUE,1,0,0,1,0,0,1,0,198781.45164144243,0,0
HWS - HWS_10645,2006,47.77312395,-121.0151203,UPPER COLUMBIA,HABITAT WORK SCHEDULE,1300000,1,1,1,0,0,1621569.1662849926,TRUE,0,1,0,0,1,0,1,0,1621569.1662849926,0,0
HWS - HWS_10646,2000,47.71298951,-120.7411982,UPPER COLUMBIA,HABITAT WORK SCHEDULE,1300000,1,1,1,0,0,1870609.9720454828,TRUE,0,1,0,0,1,0,1,0,1870609.9720454828,0,0
HWS - HWS_10958,2005,48.24410302,-124.2459894,PUGET SOUND,HABITAT WORK SCHEDULE,17225,1,1,1,0,0,22136.892801272097,TRUE,1,0,0,1,0,0,1,0,22136.892801272097,0,0
HWS - HWS_10963,2007,48.11283511,-123.6761068,PUGET SOUND,HABITAT WORK SCHEDULE,66000,1,1,1,1,1,80172.70294380018,TRUE,1,0,0,1,0,0,1,1,80172.70294380018,0,0
HWS - HWS_10990,2011,48.12214978,-123.69024955,PUGET SOUND,HABITAT WORK SCHEDULE,1713000,4,4,1,0,0,1961385.6765385603,TRUE,1,0,0,4,0,0,4,0,490346.4191346401,3706.631143833768,1692.9638723410108
HWS - HWS_10997,2000,48.04691097,-124.3615521,WASHINGTON COASTAL,HABITAT WORK SCHEDULE,61000,1,1,1,0,0,87774.77561136497,TRUE,1,0,0,1,0,0,1,0,87774.77561136497,0,0
HWS - HWS_10998,2000,47.92934915,-124.528712,WASHINGTON COASTAL,HABITAT WORK SCHEDULE,50000,1,1,1,1,1,71946.53738636473,TRUE,1,0,0,1,0,0,1,1,71946.53738636473,0,0
HWS - HWS_10999,2000,47.73985242,-124.3921597,WASHINGTON COASTAL,HABITAT WORK SCHEDULE,260000,1,1,1,1,1,374121.9944090966,TRUE,1,0,0,1,0,0,1,1,374121.9944090966,0,0
HWS - HWS_11008,2011,48.281517539999996,-119.70612025,UPPER COLUMBIA,HABITAT WORK SCHEDULE,636237,2,2,1,0,0,728491.6162777958,TRUE,0,1,0,0,2,0,2,0,364245.8081388979,158.14586785364054,79.07293392682027
HWS - HWS_11072,2006,46.99507178,-121.9039573,PUGET SOUND,HABITAT WORK SCHEDULE,289021.68,1,1,1,1,1,360514.3420583753,TRUE,1,0,0,1,0,0,1,1,360514.3420583753,0,0
HWS - HWS_11073,2006,47.198246,-122.523055,PUGET SOUND,HABITAT WORK SCHEDULE,1158418.15,1,1,1,1,1,1444965.5028499258,TRUE,1,0,0,1,0,0,1,1,1444965.5028499258,0,0
HWS - HWS_11076,2004,47.13777316,-122.0697176,PUGET SOUND,HABITAT WORK SCHEDULE,213345.05,1,1,1,1,1,282726.92493010743,TRUE,1,0,0,1,0,0,1,1,282726.92493010743,0,0
HWS - HWS_11099,2000,47.27890016,-122.31938985,PUGET SOUND,HABITAT WORK SCHEDULE,81523.18,2,2,1,2,1,117306.21035450681,TRUE,1,0,0,2,0,0,2,1,58653.105177253405,344.24976832689254,172.12488416344627
HWS - HWS_11133,2004,47.74639496,-122.6511751,PUGET SOUND,HABITAT WORK SCHEDULE,1683000,1,1,1,1,1,2230327.8874169844,TRUE,1,0,0,1,0,0,1,1,2230327.8874169844,0,0
HWS - HWS_11143,2004,47.49142836,-122.5826002,PUGET SOUND,HABITAT WORK SCHEDULE,30400,1,1,1,1,1,40286.374199332335,TRUE,1,0,0,1,0,0,1,1,40286.374199332335,0,0
HWS - HWS_11145,2007,47.77628834,-122.6470912,PUGET SOUND,HABITAT WORK SCHEDULE,35791.53,1,1,1,1,1,43477.32882718352,TRUE,1,0,0,1,0,0,1,1,43477.32882718352,0,0
HWS - HWS_11147,2007,47.50052899,-122.6070471,PUGET SOUND,HABITAT WORK SCHEDULE,150813,1,1,1,0,0,183198.27044035358,TRUE,1,0,0,1,0,0,1,0,183198.27044035358,0,0
HWS - HWS_11148,2006,47.38950706,-122.7850761,PUGET SOUND,HABITAT WORK SCHEDULE,52218.37,1,1,1,0,0,65135.152850508675,TRUE,1,0,0,1,0,0,1,0,65135.152850508675,0,0
HWS - HWS_11149,2006,47.38949545,-122.7850552,PUGET SOUND,HABITAT WORK SCHEDULE,56690.98,1,1,1,0,0,70714.1116726763,TRUE,1,0,0,1,0,0,1,0,70714.1116726763,0,0
HWS - HWS_11151,2000,47.32192952,-122.75416705,PUGET SOUND,HABITAT WORK SCHEDULE,118665,2,2,1,2,1,170750.7171790594,TRUE,1,0,0,2,0,0,2,1,85375.3585895297,17039.61043097084,8519.80521548542
HWS - HWS_11851,2007,48.58803816,-122.2828924,PUGET SOUND,HABITAT WORK SCHEDULE,149760.45,1,1,1,1,1,181919.6980390885,TRUE,0,1,0,0,1,0,1,1,181919.6980390885,0,0
HWS - HWS_11911,1999,47.87399839,-120.2004403,UPPER COLUMBIA,HABITAT WORK SCHEDULE,200000,1,1,1,0,0,294221.8672044313,TRUE,0,1,0,0,1,0,1,0,294221.8672044313,0,0
HWS - HWS_12135,2008,48.42929321,-117.3667229,SPOKANE,HABITAT WORK SCHEDULE,309713.42,1,1,1,1,1,369013.53586339834,TRUE,1,0,0,1,0,0,1,1,369013.53586339834,0,0
HWS - HWS_12136,2009,48.42839762,-117.4322788,SPOKANE,HABITAT WORK SCHEDULE,224788.41,1,1,1,1,1,265815.2480451356,TRUE,1,0,0,1,0,0,1,1,265815.2480451356,0,0
HWS - HWS_12139,2009,48.66626928,-117.2534981,SPOKANE,HABITAT WORK SCHEDULE,105650,1,1,1,1,1,124932.51300620247,TRUE,1,0,0,1,0,0,1,1,124932.51300620247,0,0
HWS - HWS_12140,2009,48.67172821,-117.2720923,SPOKANE,HABITAT WORK SCHEDULE,96850,1,1,1,1,1,114526.39739375967,TRUE,1,0,0,1,0,0,1,1,114526.39739375967,0,0
HWS - HWS_12144,2010,48.55368743,-117.448097,SPOKANE,HABITAT WORK SCHEDULE,124171.46,1,1,1,1,1,145147.6629822567,TRUE,1,0,0,1,0,0,1,1,145147.6629822567,0,0
HWS - HWS_12780,2008,46.84084724,-123.5929592,WASHINGTON COASTAL,HABITAT WORK SCHEDULE,NA,1,2,2,0,0,NA,FALSE,1,1,0,1,1,0,2,0,NA,0,0
HWS - HWS_12829,2007,47.53498539,-124.0432173,WASHINGTON COASTAL,HABITAT WORK SCHEDULE,148300,1,1,1,1,1,180145.6340388722,TRUE,0,1,0,0,1,0,1,1,180145.6340388722,0,0
HWS - HWS_12839,2011,47.44117228,-123.8905242,WASHINGTON COASTAL,HABITAT WORK SCHEDULE,141815,1,1,1,0,0,162378.23100894102,TRUE,1,0,0,1,0,0,1,0,162378.23100894102,0,0
HWS - HWS_13246,2000,48.40021701,-119.5052107,UPPER COLUMBIA,HABITAT WORK SCHEDULE,1100000,1,1,1,0,0,1582823.822500024,TRUE,0,0,1,0,0,1,1,0,1582823.822500024,0,0
HWS - HWS_13248,2006,48.45563612,-118.2625942,UPPER COLUMBIA,HABITAT WORK SCHEDULE,68560,1,1,1,0,0,85519.06310807623,TRUE,1,0,0,1,0,0,1,0,85519.06310807623,0,0
HWS - HWS_13254,2008,48.75246771,-119.3975628,UPPER COLUMBIA,HABITAT WORK SCHEDULE,50950,1,1,1,0,0,60705.27926184195,TRUE,0,1,0,0,1,0,1,0,60705.27926184195,0,0
HWS - HWS_13325,2010,48.3673859,-120.2009733,UPPER COLUMBIA,HABITAT WORK SCHEDULE,NA,1,1,1,0,0,NA,FALSE,1,0,0,1,0,0,1,0,NA,0,0
HWS - HWS_15622,2008,47.6370003,-122.6717122,PUGET SOUND,HABITAT WORK SCHEDULE,514501,1,1,1,1,1,613011.3225809018,TRUE,1,0,0,1,0,0,1,1,613011.3225809018,0,0
HWS - HWS_15800,2010,48.365329745,-119.14480915,UPPER COLUMBIA,HABITAT WORK SCHEDULE,NA,2,2,1,0,0,NA,FALSE,0,0,1,0,0,2,2,0,NA,1442.0057904318567,721.0028952159283
HWS - HWS_15807,2010,48.360128835,-119.25726714999999,UPPER COLUMBIA,HABITAT WORK SCHEDULE,120000,2,2,1,0,0,140271.52099098137,TRUE,0,1,0,0,2,0,2,0,70135.76049549069,521.457798633637,260.7288993168185
HWS - HWS_15809,2010,48.33201971,-119.3147323,UPPER COLUMBIA,HABITAT WORK SCHEDULE,26000,1,1,1,0,0,30392.162881379296,TRUE,0,1,0,0,1,0,1,0,30392.162881379296,0,0
HWS - HWS_15810,2010,48.311823744,-119.142857,UPPER COLUMBIA,HABITAT WORK SCHEDULE,455000,10,10,1,0,0,531862.8504241377,TRUE,0,1,0,0,10,0,10,0,53186.285042413765,10666.331113069398,4274.098995140154
HWS - HWS_15866,2011,47.628806420000004,-120.6520844,UPPER COLUMBIA,HABITAT WORK SCHEDULE,148000,2,2,1,0,0,169460.0584516678,TRUE,1,0,0,2,0,0,2,0,84730.0292258339,535.3165571160943,267.65827855804713
HWS - HWS_16361,2009,48.03371801,-122.9736116,PUGET SOUND,HABITAT WORK SCHEDULE,53420,1,1,1,1,1,63169.851820078904,TRUE,1,0,0,1,0,0,2,1,31584.925910039452,0,0
HWS - HWS_16370,2011,48.12115764,-123.6891541,PUGET SOUND,HABITAT WORK SCHEDULE,65366,1,1,1,1,1,74844.09581588997,TRUE,0,1,0,0,1,0,1,1,74844.09581588997,0,0
HWS - HWS_16457,2011,47.43730423142857,-122.67923929999999,PUGET SOUND,HABITAT WORK SCHEDULE,140000,7,7,1,0,0,160300.0552921182,TRUE,1,0,0,7,0,0,7,0,22900.007898874028,31500.355914294414,9361.273975453054
HWS - HWS_16458,2000,47.492588108999996,-122.68510445,PUGET SOUND,HABITAT WORK SCHEDULE,27030.11,7,7,1,10,2,38894.45639345102,TRUE,1,0,0,10,0,0,6,1,6482.409398908504,40490.73307153787,16272.507001981508
HWS - HWS_16472,2013,47.68947171,-122.699498,PUGET SOUND,HABITAT WORK SCHEDULE,NA,1,2,2,0,0,NA,FALSE,1,1,0,1,1,0,2,0,NA,0,0
HWS - HWS_16480,2013,47.69382759,-122.6836286,PUGET SOUND,HABITAT WORK SCHEDULE,NA,1,2,2,0,0,NA,FALSE,1,1,0,1,1,0,2,0,NA,0,0
HWS - HWS_16491,2012,47.60113723,-122.7583758,PUGET SOUND,HABITAT WORK SCHEDULE,NA,1,2,2,0,0,NA,FALSE,1,1,0,1,1,0,2,0,NA,0,0
HWS - HWS_1701,2001,47.6239313,-120.6427821,UPPER COLUMBIA,HABITAT WORK SCHEDULE,NA,1,1,1,0,0,NA,FALSE,1,0,0,1,0,0,1,0,NA,0,0
HWS - HWS_17130,2014,47.15213877,-122.7068763,PUGET SOUND,HABITAT WORK SCHEDULE,NA,1,2,2,0,0,NA,FALSE,1,1,0,1,1,0,2,0,NA,0,0
HWS - HWS_17234,2014,47.55106011,-124.277317,WASHINGTON COASTAL,HABITAT WORK SCHEDULE,NA,1,2,2,0,0,NA,FALSE,1,1,0,1,1,0,2,0,NA,0,0
HWS - HWS_17477,2015,46.70108,-123.16587,WASHINGTON COASTAL,HABITAT WORK SCHEDULE,NA,1,2,2,0,0,NA,FALSE,1,1,0,1,1,0,2,0,NA,0,0
HWS - HWS_18094,2003,48.4099486,-122.2239275,PUGET SOUND,HABITAT WORK SCHEDULE,NA,1,1,1,0,0,NA,FALSE,1,0,0,1,0,0,1,0,NA,0,0
HWS - HWS_18095,2001,48.39140015,-122.185883,PUGET SOUND,HABITAT WORK SCHEDULE,15000,1,1,1,0,0,21119.630027666462,TRUE,1,0,0,1,0,0,1,0,21119.630027666462,0,0
HWS - HWS_18320,2013,48.6364014,-122.3307866,PUGET SOUND,HABITAT WORK SCHEDULE,167580,1,1,1,0,0,185022.5167749782,TRUE,1,0,0,1,0,0,1,0,185022.5167749782,0,0
HWS - HWS_1890,2007,47.851316605,-120.65923079999999,UPPER COLUMBIA,HABITAT WORK SCHEDULE,315774.01,2,2,1,2,1,383582.665168221,TRUE,1,0,0,2,0,0,2,1,191791.3325841105,596.5679345304823,298.28396726524113
HWS - HWS_1893,2007,47.80601401333333,-120.61750346666668,UPPER COLUMBIA,HABITAT WORK SCHEDULE,216840,3,3,1,3,1,263403.7713080853,TRUE,1,0,0,3,0,0,3,1,87801.2571026951,808.3549348770314,359.70325335699073
HWS - HWS_29530,2015,47.50042474,-122.6654447,PUGET SOUND,HABITAT WORK SCHEDULE,NA,1,2,2,0,0,NA,FALSE,1,1,0,1,1,0,2,0,NA,0,0
HWS - HWS_5153,2011,48.01584009,-123.5904347,PUGET SOUND,HABITAT WORK SCHEDULE,500000,1,1,1,1,1,572500.1974718507,TRUE,1,0,0,1,0,0,1,1,572500.1974718507,0,0
HWS - HWS_7314,2007,47.82815246,-122.8585801,NA,HABITAT WORK SCHEDULE,1070787,1,1,1,1,1,1300725.5767739841,TRUE,1,0,0,1,0,0,1,1,1300725.5767739841,0,0
HWS - HWS_7576,2009,47.63694896,-122.6716153,PUGET SOUND,HABITAT WORK SCHEDULE,500000,1,1,1,1,1,591256.5688887954,TRUE,0,0,1,0,0,1,1,1,591256.5688887954,0,0
HWS - HWS_8520,2008,47.74948723999999,-122.54879905000001,PUGET SOUND,HABITAT WORK SCHEDULE,84242,2,2,1,0,0,100371.62189550715,TRUE,1,0,0,2,0,0,2,0,50185.810947753576,930.5366722087581,465.26833610437905
HWS - HWS_9428,2000,47.69050538,-121.9522793,PUGET SOUND,HABITAT WORK SCHEDULE,350000,1,1,1,1,1,503625.7617045531,TRUE,0,1,0,0,1,0,1,1,503625.7617045531,0,0
HWS - HWS_9622,2009,47.89901215,-122.0935901,PUGET SOUND,HABITAT WORK SCHEDULE,65000,1,1,1,0,0,76863.3539555434,TRUE,1,0,0,1,0,0,1,0,76863.3539555434,0,0
HWS - HWS_9647,2010,47.9543303,-122.072071,PUGET SOUND,HABITAT WORK SCHEDULE,264000,1,1,1,1,1,308597.346180159,TRUE,0,1,0,0,1,0,2,1,154298.6730900795,0,0
HWS - HWS_9717,2009,48.02695591,-121.9982168,PUGET SOUND,HABITAT WORK SCHEDULE,280000,1,1,1,1,1,331103.6785777254,TRUE,0,1,0,0,1,0,2,1,165551.8392888627,0,0
HWS - HWS_9725,2001,48.129488499999994,-122.125398,PUGET SOUND,HABITAT WORK SCHEDULE,136000,2,2,1,2,1,191484.64558417592,TRUE,0,1,0,0,2,0,2,1,95742.32279208796,634.4181053305786,317.2090526652893
IDFG - IDFG_BPW_29,2003,44.575171,-116.590768,MIDDLE SNAKE-BOISE,IDFG,NA,1,1,1,0,0,NA,FALSE,1,0,0,1,0,0,1,0,NA,0,0
IDFG - IDFG_BPW_39,2000,44.575171,-116.590768,MIDDLE SNAKE-BOISE,IDFG,NA,1,1,1,0,0,NA,FALSE,1,0,0,1,0,0,1,0,NA,0,0
IDFG - IDFG_BPW_49,2003,44.575171,-116.590768,MIDDLE SNAKE-BOISE,IDFG,NA,1,1,1,0,0,NA,FALSE,0,0,1,0,0,1,1,0,NA,0,0
IDFG - IDFG_MS_40,2003,44.719755,-117.005246,MIDDLE SNAKE-POWDER,IDFG,NA,1,1,1,0,0,NA,FALSE,1,0,0,1,0,0,1,0,NA,0,0
IDFG - IDFG_SA_19,1991,45.19133,-114.128493,SALMON,IDFG,NA,1,1,1,0,0,NA,FALSE,1,0,0,1,0,0,1,0,NA,0,0
IDFG - IDFG_SA_65,1992,45.19133,-114.128493,SALMON,IDFG,NA,1,1,1,1,1,NA,FALSE,1,0,0,1,0,0,1,0,NA,0,0
IDFG - IDFG_SA_68,1991,45.19133,-114.128493,SALMON,IDFG,NA,1,1,1,1,1,NA,FALSE,1,0,0,1,0,0,1,0,NA,0,0
IDFG - IDFG_US_24,2002,44.367744,-111.375649,UPPER SNAKE,IDFG,NA,1,1,1,0,0,NA,FALSE,1,0,0,1,0,0,1,0,NA,0,0
IDFG - IDFG_US_25,2002,44.367744,-111.375649,UPPER SNAKE,IDFG,NA,1,1,1,0,0,NA,FALSE,1,0,0,1,0,0,1,0,NA,0,0
NMFS - H_153,2001,44.89511266666666,-115.30838833333334,SALMON,NMFS,60000,3,3,1,0,0,84478.52011066585,TRUE,1,0,0,3,0,0,3,0,28159.506703555282,3309.659283412561,1473.7088773471573
NMFS - H_271,1996,44.269981,-114.941982,SALMON,NMFS,NA,1,1,1,0,0,NA,FALSE,1,0,0,1,0,0,1,0,NA,0,0
NMFS - H_312,2003,44.5246205,-114.1764505,SALMON,NMFS,NA,2,2,1,0,0,NA,FALSE,1,0,0,2,0,0,2,0,NA,699.6209171460445,349.81045857302223
NMFS - H_322,2002,44.1066165,-114.238702,SALMON,NMFS,NA,2,2,1,0,0,NA,FALSE,1,0,0,2,0,0,2,0,NA,715.7595671872078,357.8797835936039
NMFS - H_329,2002,44.925739,-114.857303,SALMON,NMFS,NA,1,1,1,0,0,NA,FALSE,0,0,1,0,0,1,1,0,NA,0,0
NMFS - H_356,2000,45.186825,-116.302491,SALMON,NMFS,NA,1,1,1,0,0,NA,FALSE,1,0,0,1,0,0,1,0,NA,0,0
NMFS - JD_NMFS_43,2000,44.919746,-119.627752,JOHN DAY,NMFS,NA,1,1,1,0,0,NA,FALSE,0,0,1,0,0,1,1,0,NA,0,0
NMFS - JD_NMFS_54,2003,44.820119,-118.687211,JOHN DAY,NMFS,NA,1,1,1,0,0,NA,FALSE,1,0,0,1,0,0,1,0,NA,0,0
NMFS - JD_NMFS_66,1999,44.437733,-119.879244,JOHN DAY,NMFS,80000,1,1,1,0,0,117688.74688177252,TRUE,1,0,0,1,0,0,1,0,117688.74688177252,0,0
NMFS - JD_NMFS_78,2000,44.922163,-119.646055,JOHN DAY,NMFS,NA,1,1,1,0,0,NA,FALSE,0,0,1,0,0,1,1,0,NA,0,0
NMFS - JD_NMFS_86,2003,45.019549,-118.84312,JOHN DAY,NMFS,NA,1,1,1,0,0,NA,FALSE,1,0,0,1,0,0,1,0,NA,0,0
NMFS - JD_NMFS_89,2003,44.591855,-120.259639,JOHN DAY,NMFS,NA,1,1,1,0,0,NA,FALSE,1,0,0,1,0,0,1,0,NA,0,0
NMFS - JD_NMFS_91,2006,44.571335,-120.289673,JOHN DAY,NMFS,NA,1,1,1,0,0,NA,FALSE,1,0,0,1,0,0,1,0,NA,0,0
NMFS - SRFB 00-1750,2003,47.605026,-120.648543,UPPER COLUMBIA,NMFS,NA,1,1,1,0,0,NA,FALSE,1,0,0,1,0,0,1,0,NA,0,0
NMFS - SRFB 01-1305,2006,47.637585,-120.64713,UPPER COLUMBIA,NMFS,NA,1,1,1,0,0,NA,FALSE,1,0,0,1,0,0,1,0,NA,0,0
NMFS - W_7,2001,47.605185,-120.648668,UPPER COLUMBIA,NMFS,NA,1,1,1,0,0,NA,FALSE,1,0,0,1,0,0,1,0,NA,0,0
NOAA RESTORATION - NOAA_1007,2006,45.7621,-116.9932,LOWER SNAKE,NOAA RESTORATION,225000,1,1,1,0,0,280656.20185701794,TRUE,0,0,1,0,0,1,1,0,280656.20185701794,0,0
NOAA RESTORATION - NOAA_1174,2009,43.035231,-124.002297,SOUTHERN OREGON COASTAL,NOAA RESTORATION,203268,1,1,1,0,0,240367.08048977534,TRUE,1,0,0,1,0,0,1,0,240367.08048977534,0,0
NOAA RESTORATION - NOAA_150,2000,45.052533,-122.990737,WILLAMETTE,NOAA RESTORATION,35200,1,1,1,0,0,50650.36232000077,TRUE,1,0,0,1,0,0,1,0,50650.36232000077,0,0
NOAA RESTORATION - NOAA_163,2001,48.7597,-122.4869,PUGET SOUND,NOAA RESTORATION,35000,1,1,1,0,0,49279.13673122175,TRUE,1,0,0,1,0,0,1,0,49279.13673122175,0,0
NOAA RESTORATION - NOAA_1667,2006,48.1754,-122.2242,PUGET SOUND,NOAA RESTORATION,74000,1,1,1,0,0,92304.70638853035,TRUE,1,0,0,1,0,0,1,0,92304.70638853035,0,0
NOAA RESTORATION - NOAA_1846,2006,48.5853,-122.2864,PUGET SOUND,NOAA RESTORATION,132747,1,1,1,0,0,165583.41701294915,TRUE,1,0,0,1,0,0,1,0,165583.41701294915,0,0
NOAA RESTORATION - NOAA_1899,2007,46.3608,-123.9431,WASHINGTON COASTAL,NOAA RESTORATION,60000,1,1,1,2,2,72884.2754034547,TRUE,0,0,1,0,0,2,1,0,72884.2754034547,0,0
NOAA RESTORATION - NOAA_2149,2015,48.1244,-123.7007,PUGET SOUND,NOAA RESTORATION,702735,1,1,1,1,1,753915.6607188047,TRUE,1,0,0,1,0,0,1,0,753915.6607188047,0,0
NOAA RESTORATION - NOAA_23,2000,44.0944,-122.3211,WILLAMETTE,NOAA RESTORATION,130710,1,1,1,0,0,188082.63803543468,TRUE,1,0,0,1,0,0,1,0,188082.63803543468,0,0
NOAA RESTORATION - NOAA_2472,2010,47.4021,-123.2383,PUGET SOUND,NOAA RESTORATION,48887,1,1,1,2,2,57145.448722384215,TRUE,1,0,0,2,0,0,1,0,57145.448722384215,0,0
NOAA RESTORATION - NOAA_26,2000,47.199999,-122.26,PUGET SOUND,NOAA RESTORATION,154458,1,2,2,0,0,222254.36543246245,TRUE,1,0,1,1,0,1,2,0,111127.18271623123,0,0
NOAA RESTORATION - NOAA_273,2001,45.322899,-122.500899,WILLAMETTE,NOAA RESTORATION,NA,1,1,1,0,0,NA,FALSE,1,0,0,1,0,0,1,0,NA,0,0
NOAA RESTORATION - NOAA_2896,2014,45.462654,-122.642078,WILLAMETTE,NOAA RESTORATION,600000,1,2,2,2,1,650426.8700139194,TRUE,1,0,1,1,0,1,2,0,325213.4350069597,0,0
NOAA RESTORATION - NOAA_311,2002,47.3742,-122.8416,PUGET SOUND,NOAA RESTORATION,30000,1,1,1,0,0,41582.22342860315,TRUE,1,0,0,1,0,0,1,0,41582.22342860315,0,0
NOAA RESTORATION - NOAA_4244,2015,45.809095,-122.048977,MIDDLE COLUMBIA,NOAA RESTORATION,216000,1,1,1,1,1,231731.42466970027,TRUE,0,0,1,0,0,1,1,0,231731.42466970027,0,0
