project_id,worksite_id,completed_year,latitude,longitude,county,state,subwatershed,watershed,subbasin,basin,project_source,action,project_cost,state_full,n_metric,n_action_wrk,n_metric_wrk,n_metric_wrk_dist,n_worksites,n_action_prj,n_action_prj_dist,n_metric_prj,n_metric_prj_dist,adj_cost,cost_avail,n_culverts,action_fishpass_culvimp_prj,action_fishpass_culvinst_prj,action_fishpass_culvrem_prj,action_fishpass_culvimp_count_prj,action_fishpass_culvinst_count_prj,action_fishpass_culvrem_count_prj,n_culverts_fromcount,cost_per_culvert,action_fishpass_culvimp_wrk,action_fishpass_culvinst_wrk,action_fishpass_culvrem_wrk,action_fishpass_culvimp_count_wrk,action_fishpass_culvinst_count_wrk,action_fishpass_culvrem_count_wrk,dist_max,dist_mean,fips,state_fips,emp_agforest,emp_mining,emp_util,emp_const,emp_manuf,emp_wholesale,emp_retail,emp_transport,emp_info,emp_finance,emp_realestate,emp_profsci,emp_mgmn,emp_admin,emp_educ,emp_health,emp_arts,emp_food,emp_other
BLM - BLM_304,BLM - BLM_304-WS-2,2002,43.46191,-123.4556,"oregon,douglas",OR,LOST CREEK,UPPER UMPQUA RIVER,SOUTHERN OREGON COASTAL,SOUTHERN OREGON COASTAL,BLM,fishpass_culvimp,87500,OR,1,1,1,1,2,2,1,2,1,121281.48500009254,TRUE,2,1,0,0,2,0,0,0,60640.74250004627,1,0,0,1,0,0,171.581588344838,85.790794172419,41019,41,0.04332641428618497,0.002635827485091101,0.005897663997891338,0.043688840565384995,0.19505123389674145,0.04741194688807618,0.1588745016638661,0.027313762314256532,0.013508615861091892,0.023854238740074463,0.014398207637310138,0.028631676056802082,0.011993015057164508,0.04095416954960298,0.01459589469869197,0.16249876445586636,0.012289545649237257,0.12075384666073606,0.03232183453592962
BLM - BLM_306,BLM - BLM_306-WS-1,2002,43.16684,-123.08047,"oregon,douglas",OR,LOWER CAVITT CREEK,LITTLE RIVER,SOUTHERN OREGON COASTAL,SOUTHERN OREGON COASTAL,BLM,fishpass_culvimp,80000,OR,1,1,1,1,1,1,1,1,1,110885.92914294175,TRUE,1,1,0,0,1,0,0,0,110885.92914294175,1,0,0,1,0,0,0,0,41019,41,0.04332641428618497,0.002635827485091101,0.005897663997891338,0.043688840565384995,0.19505123389674145,0.04741194688807618,0.1588745016638661,0.027313762314256532,0.013508615861091892,0.023854238740074463,0.014398207637310138,0.028631676056802082,0.011993015057164508,0.04095416954960298,0.01459589469869197,0.16249876445586636,0.012289545649237257,0.12075384666073606,0.03232183453592962
BLM - BLM_307,BLM - BLM_307-WS-1,2002,43.19372,-122.98997,"oregon,douglas",OR,LOWER CAVITT CREEK,LITTLE RIVER,SOUTHERN OREGON COASTAL,SOUTHERN OREGON COASTAL,BLM,fishpass_culvimp,120000,OR,1,1,1,1,1,1,1,1,1,166328.8937144126,TRUE,1,1,0,0,1,0,0,0,166328.8937144126,1,0,0,1,0,0,0,0,41019,41,0.04332641428618497,0.002635827485091101,0.005897663997891338,0.043688840565384995,0.19505123389674145,0.04741194688807618,0.1588745016638661,0.027313762314256532,0.013508615861091892,0.023854238740074463,0.014398207637310138,0.028631676056802082,0.011993015057164508,0.04095416954960298,0.01459589469869197,0.16249876445586636,0.012289545649237257,0.12075384666073606,0.03232183453592962
BLM - BLM_441,BLM - BLM_441-WS-1,2002,45.30256,-123.33552,"oregon,yamhill",OR,PANTHER CREEK,NORTH YAMHILL RIVER,WILLAMETTE,WILLAMETTE,BLM,fishpass_culvimp,36000,OR,1,1,1,1,1,1,1,1,1,49898.66811432379,TRUE,1,1,0,0,1,0,0,0,49898.66811432379,1,0,0,1,0,0,0,0,41071,41,0.010851063829787235,0.002723404255319149,0,0.05382978723404255,0.22948936170212766,0.021361702127659574,0.12876595744680852,0.035659574468085105,0.009574468085106383,0.028297872340425533,0.015446808510638298,0.023659574468085108,0.00723404255319149,0.031063829787234043,0.12608510638297873,0.14059574468085106,0,0.08880851063829787,0.046553191489361705
BLM - BLM_5007,BLM - BLM_5007-WS-1,2005,43.69488,-124.03114,"oregon,douglas",OR,DEAN CREEK,LOWER UMPQUA RIVER,SOUTHERN OREGON COASTAL,SOUTHERN OREGON COASTAL,BLM,fishpass_culvimp,76750,OR,1,1,1,1,2,2,1,2,1,98636.0825833169,TRUE,2,1,0,0,2,0,0,0,49318.04129165845,1,0,0,1,0,0,283.1307512004246,141.5653756002123,41019,41,0.03685430660405398,0,0.005320097485585211,0.05287404149081614,0.183736551150211,0.03423883968376627,0.15645247577720978,0.0393508886643286,0.011977649646317541,0.02362836592759912,0.015455031801700053,0.029840099863282413,0.007192534030791179,0.048386138025322475,0.013136777031445045,0.16685490102835404,0.012780122451405813,0.12904951554419544,0.032871663793615884
BLM - BLM_5007,BLM - BLM_5007-WS-2,2005,43.69235,-124.03072,"oregon,douglas",OR,DEAN CREEK,LOWER UMPQUA RIVER,SOUTHERN OREGON COASTAL,SOUTHERN OREGON COASTAL,BLM,fishpass_culvimp,76750,OR,1,1,1,1,2,2,1,2,1,98636.0825833169,TRUE,2,1,0,0,2,0,0,0,49318.04129165845,1,0,0,1,0,0,283.1307512004246,141.5653756002123,41019,41,0.03685430660405398,0,0.005320097485585211,0.05287404149081614,0.183736551150211,0.03423883968376627,0.15645247577720978,0.0393508886643286,0.011977649646317541,0.02362836592759912,0.015455031801700053,0.029840099863282413,0.007192534030791179,0.048386138025322475,0.013136777031445045,0.16685490102835404,0.012780122451405813,0.12904951554419544,0.032871663793615884
BLM - BLM_5008,BLM - BLM_5008-WS-1,2005,43.78225,-123.90201,"oregon,douglas",OR,SPENCER CREEK-JOHNSON CREEK,LOWER SMITH RIVER,SOUTHERN OREGON COASTAL,SOUTHERN OREGON COASTAL,BLM,fishpass_culvimp,102600,OR,1,1,1,1,1,1,1,1,1,131857.4862937891,TRUE,1,1,0,0,1,0,0,0,131857.4862937891,1,0,0,1,0,0,0,0,41019,41,0.03685430660405398,0,0.005320097485585211,0.05287404149081614,0.183736551150211,0.03423883968376627,0.15645247577720978,0.0393508886643286,0.011977649646317541,0.02362836592759912,0.015455031801700053,0.029840099863282413,0.007192534030791179,0.048386138025322475,0.013136777031445045,0.16685490102835404,0.012780122451405813,0.12904951554419544,0.032871663793615884
BLM - BLM_5013,BLM - BLM_5013-WS-1,2005,43.60798,-123.6211,"oregon,douglas",OR,MEHL CREEK,UPPER UMPQUA RIVER,SOUTHERN OREGON COASTAL,SOUTHERN OREGON COASTAL,BLM,fishpass_culvimp,48000,OR,1,1,1,1,1,1,1,1,1,61687.7128859832,TRUE,1,1,0,0,1,0,0,0,61687.7128859832,1,0,0,1,0,0,0,0,41019,41,0.03685430660405398,0,0.005320097485585211,0.05287404149081614,0.183736551150211,0.03423883968376627,0.15645247577720978,0.0393508886643286,0.011977649646317541,0.02362836592759912,0.015455031801700053,0.029840099863282413,0.007192534030791179,0.048386138025322475,0.013136777031445045,0.16685490102835404,0.012780122451405813,0.12904951554419544,0.032871663793615884
BLM - BLM_5047,BLM - BLM_5047-WS-1,2005,43.44261,-123.55189,"oregon,douglas",OR,LOST CREEK,UPPER UMPQUA RIVER,SOUTHERN OREGON COASTAL,SOUTHERN OREGON COASTAL,BLM,fishpass_culvimp,221354,OR,1,1,1,1,2,2,1,2,1,284475.4582950818,TRUE,2,1,0,0,2,0,0,0,142237.7291475409,1,0,0,1,0,0,1659.8571456890718,829.9285728445359,41019,41,0.03685430660405398,0,0.005320097485585211,0.05287404149081614,0.183736551150211,0.03423883968376627,0.15645247577720978,0.0393508886643286,0.011977649646317541,0.02362836592759912,0.015455031801700053,0.029840099863282413,0.007192534030791179,0.048386138025322475,0.013136777031445045,0.16685490102835404,0.012780122451405813,0.12904951554419544,0.032871663793615884
BLM - BLM_5047,BLM - BLM_5047-WS-2,2005,43.42767,-123.55194,"oregon,douglas",OR,LOST CREEK,UPPER UMPQUA RIVER,SOUTHERN OREGON COASTAL,SOUTHERN OREGON COASTAL,BLM,fishpass_culvimp,221354,OR,1,1,1,1,2,2,1,2,1,284475.4582950818,TRUE,2,1,0,0,2,0,0,0,142237.7291475409,1,0,0,1,0,0,1659.8571456890718,829.9285728445359,41019,41,0.03685430660405398,0,0.005320097485585211,0.05287404149081614,0.183736551150211,0.03423883968376627,0.15645247577720978,0.0393508886643286,0.011977649646317541,0.02362836592759912,0.015455031801700053,0.029840099863282413,0.007192534030791179,0.048386138025322475,0.013136777031445045,0.16685490102835404,0.012780122451405813,0.12904951554419544,0.032871663793615884
BLM - BLM_5048,BLM - BLM_5048-WS-1,2005,43.74534,-123.20411,"oregon,douglas",OR,UPPER PASS CREEK,ELK CREEK,SOUTHERN OREGON COASTAL,SOUTHERN OREGON COASTAL,BLM,fishpass_culvimp,96960,OR,1,1,1,1,1,1,1,1,1,124609.18002968606,TRUE,1,1,0,0,1,0,0,0,124609.18002968606,1,0,0,1,0,0,0,0,41019,41,0.03685430660405398,0,0.005320097485585211,0.05287404149081614,0.183736551150211,0.03423883968376627,0.15645247577720978,0.0393508886643286,0.011977649646317541,0.02362836592759912,0.015455031801700053,0.029840099863282413,0.007192534030791179,0.048386138025322475,0.013136777031445045,0.16685490102835404,0.012780122451405813,0.12904951554419544,0.032871663793615884
BLM - BLM_5050,BLM - BLM_5050-WS-1,2005,43.1435,-123.12578,"oregon,douglas",OR,UPPER NORTH MYRTLE CREEK,MYRTLE CREEK,SOUTHERN OREGON COASTAL,SOUTHERN OREGON COASTAL,BLM,fishpass_culvimp,194597,OR,1,1,1,1,1,1,1,1,1,250088.4138432015,TRUE,1,1,0,0,1,0,0,0,250088.4138432015,1,0,0,1,0,0,0,0,41019,41,0.03685430660405398,0,0.005320097485585211,0.05287404149081614,0.183736551150211,0.03423883968376627,0.15645247577720978,0.0393508886643286,0.011977649646317541,0.02362836592759912,0.015455031801700053,0.029840099863282413,0.007192534030791179,0.048386138025322475,0.013136777031445045,0.16685490102835404,0.012780122451405813,0.12904951554419544,0.032871663793615884
BLM - BLM_5051,BLM - BLM_5051-WS-1,2005,42.94083,-123.17283,"oregon,douglas",OR,SHIVELY CREEK,SOUTH UMPQUA RIVER,SOUTHERN OREGON COASTAL,SOUTHERN OREGON COASTAL,BLM,fishpass_culvimp,257966,OR,1,1,1,1,1,1,1,1,1,331527.76129886543,TRUE,1,1,0,0,1,0,0,0,331527.76129886543,1,0,0,1,0,0,0,0,41019,41,0.03685430660405398,0,0.005320097485585211,0.05287404149081614,0.183736551150211,0.03423883968376627,0.15645247577720978,0.0393508886643286,0.011977649646317541,0.02362836592759912,0.015455031801700053,0.029840099863282413,0.007192534030791179,0.048386138025322475,0.013136777031445045,0.16685490102835404,0.012780122451405813,0.12904951554419544,0.032871663793615884
BLM - BLM_5053,BLM - BLM_5053-WS-1,2005,43.04954,-123.16142,"oregon,douglas",OR,LOWER SOUTH MYRTLE CREEK,MYRTLE CREEK,SOUTHERN OREGON COASTAL,SOUTHERN OREGON COASTAL,BLM,fishpass_culvimp,205681,OR,1,1,1,1,1,1,1,1,1,264333.1348771231,TRUE,1,1,0,0,1,0,0,0,264333.1348771231,1,0,0,1,0,0,0,0,41019,41,0.03685430660405398,0,0.005320097485585211,0.05287404149081614,0.183736551150211,0.03423883968376627,0.15645247577720978,0.0393508886643286,0.011977649646317541,0.02362836592759912,0.015455031801700053,0.029840099863282413,0.007192534030791179,0.048386138025322475,0.013136777031445045,0.16685490102835404,0.012780122451405813,0.12904951554419544,0.032871663793615884
BLM - BLM_5054,BLM - BLM_5054-WS-1,2005,43.14066,-123.08859,"oregon,douglas",OR,UPPER NORTH MYRTLE CREEK,MYRTLE CREEK,SOUTHERN OREGON COASTAL,SOUTHERN OREGON COASTAL,BLM,fishpass_culvimp,209016,OR,1,1,1,1,1,1,1,1,1,268619.14576201385,TRUE,1,1,0,0,1,0,0,0,268619.14576201385,1,0,0,1,0,0,0,0,41019,41,0.03685430660405398,0,0.005320097485585211,0.05287404149081614,0.183736551150211,0.03423883968376627,0.15645247577720978,0.0393508886643286,0.011977649646317541,0.02362836592759912,0.015455031801700053,0.029840099863282413,0.007192534030791179,0.048386138025322475,0.013136777031445045,0.16685490102835404,0.012780122451405813,0.12904951554419544,0.032871663793615884
BLM - BLM_5065,BLM - BLM_5065-WS-1,2005,42.53517,-123.73007,"oregon,josephine",OR,NORTH FORK SILVER CREEK,SILVER CREEK,SOUTHERN OREGON COASTAL,SOUTHERN OREGON COASTAL,BLM,fishpass_culvimp,71000,OR,1,1,1,1,1,1,1,1,1,91246.40864385015,TRUE,1,1,0,0,1,0,0,0,91246.40864385015,1,0,0,1,0,0,0,0,41033,41,0.01723082717386187,0,0,0.07480815404171179,0.15272350642625113,0.025092980556470974,0.2151028670966527,0.027964785085447953,0.014359022644884893,0.03794548279271221,0.0225507273668848,0.02650534343957441,0.001647756696954004,0.04133515371216044,0.011440139353137799,0.16670589896897509,0.01581846429075844,0.0997128195471023,0.049056070806459205
BLM - BLM_5066,BLM - BLM_5066-WS-1,2005,42.53307,-123.73309,"oregon,josephine",OR,NORTH FORK SILVER CREEK,SILVER CREEK,SOUTHERN OREGON COASTAL,SOUTHERN OREGON COASTAL,BLM,fishpass_culvimp,78000,OR,1,1,1,1,1,1,1,1,1,100242.5334397227,TRUE,1,1,0,0,1,0,0,0,100242.5334397227,1,0,0,1,0,0,0,0,41033,41,0.01723082717386187,0,0,0.07480815404171179,0.15272350642625113,0.025092980556470974,0.2151028670966527,0.027964785085447953,0.014359022644884893,0.03794548279271221,0.0225507273668848,0.02650534343957441,0.001647756696954004,0.04133515371216044,0.011440139353137799,0.16670589896897509,0.01581846429075844,0.0997128195471023,0.049056070806459205
BLM - BLM_5068,BLM - BLM_5068-WS-1,2005,42.30846,-123.5776,"oregon,josephine",OR,LOWER DEER CREEK,DEER CREEK,SOUTHERN OREGON COASTAL,SOUTHERN OREGON COASTAL,BLM,fishpass_culvimp,120000,OR,1,1,1,1,1,1,1,1,1,154219.282214958,TRUE,1,1,0,0,1,0,0,0,154219.282214958,1,0,0,1,0,0,0,0,41033,41,0.01723082717386187,0,0,0.07480815404171179,0.15272350642625113,0.025092980556470974,0.2151028670966527,0.027964785085447953,0.014359022644884893,0.03794548279271221,0.0225507273668848,0.02650534343957441,0.001647756696954004,0.04133515371216044,0.011440139353137799,0.16670589896897509,0.01581846429075844,0.0997128195471023,0.049056070806459205
BLM - BLM_5069,BLM - BLM_5069-WS-1,2005,42.2146,-123.52168,"oregon,josephine",OR,MCMULLIN CREEK,DEER CREEK,SOUTHERN OREGON COASTAL,SOUTHERN OREGON COASTAL,BLM,fishpass_culvimp,120000,OR,1,1,1,1,1,1,1,1,1,154219.282214958,TRUE,1,1,0,0,1,0,0,0,154219.282214958,1,0,0,1,0,0,0,0,41033,41,0.01723082717386187,0,0,0.07480815404171179,0.15272350642625113,0.025092980556470974,0.2151028670966527,0.027964785085447953,0.014359022644884893,0.03794548279271221,0.0225507273668848,0.02650534343957441,0.001647756696954004,0.04133515371216044,0.011440139353137799,0.16670589896897509,0.01581846429075844,0.0997128195471023,0.049056070806459205
BLM - BLM_5086,BLM - BLM_5086-WS-1,2005,43.99084,-123.45136,"oregon,lane",OR,UPPER WILDCAT CREEK,WILDCAT CREEK,NORTHERN OREGON COASTAL,NORTHERN OREGON COASTAL,BLM,fishpass_culvrem,2500,OR,1,1,1,1,3,3,1,3,1,3212.9017128116247,TRUE,3,0,0,1,0,0,3,0,1070.967237603875,0,0,1,0,0,1,627.876023908139,282.348920068241,41039,41,0.015236358900898554,0,0.0012452793332465165,0.05805606198723792,0.1682592134392499,0.04637648131267092,0.16512566740461,0.023757976298997265,0.020119807266571168,0.037993228284932935,0.021552285453835134,0.055199244693319445,0.010011069149628857,0.06072568042713895,0.012290011720276078,0.14439542909232972,0.016766506055475975,0.1006234535746842,0.042266245604896474
BLM - BLM_5086,BLM - BLM_5086-WS-2,2005,43.98982,-123.45299,"oregon,lane",OR,UPPER WILDCAT CREEK,WILDCAT CREEK,NORTHERN OREGON COASTAL,NORTHERN OREGON COASTAL,BLM,fishpass_culvrem,2500,OR,1,1,1,1,3,3,1,3,1,3212.9017128116247,TRUE,3,0,0,1,0,0,3,0,1070.967237603875,0,0,1,0,0,1,627.876023908139,282.348920068241,41039,41,0.015236358900898554,0,0.0012452793332465165,0.05805606198723792,0.1682592134392499,0.04637648131267092,0.16512566740461,0.023757976298997265,0.020119807266571168,0.037993228284932935,0.021552285453835134,0.055199244693319445,0.010011069149628857,0.06072568042713895,0.012290011720276078,0.14439542909232972,0.016766506055475975,0.1006234535746842,0.042266245604896474
BLM - BLM_5086,BLM - BLM_5086-WS-3,2005,43.98588,-123.45511,"oregon,lane",OR,UPPER WILDCAT CREEK,WILDCAT CREEK,NORTHERN OREGON COASTAL,NORTHERN OREGON COASTAL,BLM,fishpass_culvrem,2500,OR,1,1,1,1,3,3,1,3,1,3212.9017128116247,TRUE,3,0,0,1,0,0,3,0,1070.967237603875,0,0,1,0,0,1,627.876023908139,282.348920068241,41039,41,0.015236358900898554,0,0.0012452793332465165,0.05805606198723792,0.1682592134392499,0.04637648131267092,0.16512566740461,0.023757976298997265,0.020119807266571168,0.037993228284932935,0.021552285453835134,0.055199244693319445,0.010011069149628857,0.06072568042713895,0.012290011720276078,0.14439542909232972,0.016766506055475975,0.1006234535746842,0.042266245604896474
BLM - BLM_5087,BLM - BLM_5087-WS-1,2005,43.96642,-123.53074,"oregon,lane",OR,LOWER WOLF CREEK,WOLF CREEK,NORTHERN OREGON COASTAL,NORTHERN OREGON COASTAL,BLM,fishpass_culvrem,4000,OR,1,1,1,1,1,1,1,1,1,5140.6427404986,TRUE,1,0,0,1,0,0,1,0,5140.6427404986,0,0,1,0,0,1,0,0,41039,41,0.015236358900898554,0,0.0012452793332465165,0.05805606198723792,0.1682592134392499,0.04637648131267092,0.16512566740461,0.023757976298997265,0.020119807266571168,0.037993228284932935,0.021552285453835134,0.055199244693319445,0.010011069149628857,0.06072568042713895,0.012290011720276078,0.14439542909232972,0.016766506055475975,0.1006234535746842,0.042266245604896474
BLM - BLM_5088,BLM - BLM_5088-WS-1,2005,43.82506,-123.39832,"oregon,lane",OR,SIUSLAW RIVER-SIUSLAW FALLS,UPPER SIUSLAW RIVER,NORTHERN OREGON COASTAL,NORTHERN OREGON COASTAL,BLM,fishpass_culvrem,1000,OR,1,1,1,1,2,2,1,2,1,1285.16068512465,TRUE,2,0,0,1,0,0,2,0,642.580342562325,0,0,1,0,0,1,21.991000823962217,10.995500411981109,41039,41,0.015236358900898554,0,0.0012452793332465165,0.05805606198723792,0.1682592134392499,0.04637648131267092,0.16512566740461,0.023757976298997265,0.020119807266571168,0.037993228284932935,0.021552285453835134,0.055199244693319445,0.010011069149628857,0.06072568042713895,0.012290011720276078,0.14439542909232972,0.016766506055475975,0.1006234535746842,0.042266245604896474
BLM - BLM_5088,BLM - BLM_5088-WS-2,2005,43.82489,-123.39818,"oregon,lane",OR,SIUSLAW RIVER-SIUSLAW FALLS,UPPER SIUSLAW RIVER,NORTHERN OREGON COASTAL,NORTHERN OREGON COASTAL,BLM,fishpass_culvrem,1000,OR,1,1,1,1,2,2,1,2,1,1285.16068512465,TRUE,2,0,0,1,0,0,2,0,642.580342562325,0,0,1,0,0,1,21.991000823962217,10.995500411981109,41039,41,0.015236358900898554,0,0.0012452793332465165,0.05805606198723792,0.1682592134392499,0.04637648131267092,0.16512566740461,0.023757976298997265,0.020119807266571168,0.037993228284932935,0.021552285453835134,0.055199244693319445,0.010011069149628857,0.06072568042713895,0.012290011720276078,0.14439542909232972,0.016766506055475975,0.1006234535746842,0.042266245604896474
BLM - BLM_5102,BLM - BLM_5102-WS-1,2006,43.69023,-124.03314,"oregon,douglas",OR,DEAN CREEK,LOWER UMPQUA RIVER,SOUTHERN OREGON COASTAL,SOUTHERN OREGON COASTAL,BLM,fishpass_culvimp,37340,OR,1,1,1,1,1,1,1,1,1,46576.455899293556,TRUE,1,1,0,0,1,0,0,0,46576.455899293556,1,0,0,1,0,0,0,0,41019,41,0.0315142882578118,0.002373957684204279,0.00501498560788154,0.05563963322353779,0.1976616516810588,0.02611353452624707,0.15804623282589988,0.04074304875515594,0.01293806937891332,0.027419211252559424,0.01421407163417312,0.03353215228938544,0,0.04875515593934538,0.012255556544704591,0.1557909730259058,0.015341701534170154,0.12902460013650258,0.0336211757025431
BLM - BLM_5112,BLM - BLM_5112-WS-1,2007,43.86589,-123.52549,"oregon,lane",OR,SIUSLAW RIVER-SIUSLAW BEND,UPPER SIUSLAW RIVER,NORTHERN OREGON COASTAL,NORTHERN OREGON COASTAL,BLM,fishpass_culvrem,1500,OR,0,1,0,0,1,1,1,0,0,1822.1068850863676,TRUE,1,0,0,1,0,0,1,0,1822.1068850863676,0,0,1,0,0,1,0,0,41039,41,0.01180678379121959,0.0011948276539716228,9.511456982274103e-4,0.06158864913728727,0.15567346617930275,0.04890146602208859,0.1588413316039775,0.024556852572416774,0.029422630979051213,0.0408127972330307,0.018802814133553433,0.04758086703611995,0.010769170302244233,0.05453759383720473,0.013756239437173289,0.1562866014227882,0.01656251228235664,0.10684274653146249,0.0411115041465236
BLM - BLM_5113,BLM - BLM_5113-WS-1,2007,44.12193,-122.80274,"oregon,lane",OR,CAMP CREEK,LOWER MCKENZIE RIVER,WILLAMETTE,WILLAMETTE,BLM,fishpass_culvimp,143700,OR,0,1,0,0,1,1,1,0,0,174557.839591274,TRUE,1,1,0,0,1,0,0,0,174557.839591274,1,0,0,1,0,0,0,0,41039,41,0.01180678379121959,0.0011948276539716228,9.511456982274103e-4,0.06158864913728727,0.15567346617930275,0.04890146602208859,0.1588413316039775,0.024556852572416774,0.029422630979051213,0.0408127972330307,0.018802814133553433,0.04758086703611995,0.010769170302244233,0.05453759383720473,0.013756239437173289,0.1562866014227882,0.01656251228235664,0.10684274653146249,0.0411115041465236
BLM - BLM_5142,BLM - BLM_5142-WS-1,2006,42.70527,-123.16982,"oregon,jackson",OR,UPPER GRAVE CREEK,GRAVE CREEK,SOUTHERN OREGON COASTAL,SOUTHERN OREGON COASTAL,BLM,fishpass_culvimp,127000,OR,1,1,1,1,1,1,1,1,1,158414.83393707237,TRUE,1,1,0,0,1,0,0,0,158414.83393707237,1,0,0,1,0,0,0,0,41029,41,0.017554786286409524,0.0020132964470387163,0.003794846540461465,0.07782332237366203,0.09543604524847554,0.03596413725177793,0.1766631421908721,0.05204154053388566,0.02539070986804942,0.041381208267551164,0.022363523123940847,0.031025043090337625,0,0.05511217971929723,0.00971886270476963,0.16194724873625815,0.02560797207456439,0.11581524021957967,0.0503468953230689
BLM - BLM_5143,BLM - BLM_5143-WS-1,2006,42.73924,-123.26081,"oregon,douglas",OR,COW CREEK-QUINES CREEK,MIDDLE COW CREEK,SOUTHERN OREGON COASTAL,SOUTHERN OREGON COASTAL,BLM,fishpass_culvimp,180000,OR,1,1,1,1,1,1,1,1,1,224524.96148561436,TRUE,1,1,0,0,1,0,0,0,224524.96148561436,1,0,0,1,0,0,0,0,41019,41,0.0315142882578118,0.002373957684204279,0.00501498560788154,0.05563963322353779,0.1976616516810588,0.02611353452624707,0.15804623282589988,0.04074304875515594,0.01293806937891332,0.027419211252559424,0.01421407163417312,0.03353215228938544,0,0.04875515593934538,0.012255556544704591,0.1557909730259058,0.015341701534170154,0.12902460013650258,0.0336211757025431
BLM - BLM_5144,BLM - BLM_5144-WS-1,2006,42.7632,-123.33239,"oregon,douglas",OR,COW CREEK-FORTUNE BRANCH,MIDDLE COW CREEK,SOUTHERN OREGON COASTAL,SOUTHERN OREGON COASTAL,BLM,fishpass_culvimp,130000,OR,1,1,1,1,1,1,1,1,1,162156.91662849925,TRUE,1,1,0,0,1,0,0,0,162156.91662849925,1,0,0,1,0,0,0,0,41019,41,0.0315142882578118,0.002373957684204279,0.00501498560788154,0.05563963322353779,0.1976616516810588,0.02611353452624707,0.15804623282589988,0.04074304875515594,0.01293806937891332,0.027419211252559424,0.01421407163417312,0.03353215228938544,0,0.04875515593934538,0.012255556544704591,0.1557909730259058,0.015341701534170154,0.12902460013650258,0.0336211757025431
BLM - BLM_5146,BLM - BLM_5146-WS-1,2006,42.65376,-123.55259,"oregon,josephine",OR,LOWER GRAVE CREEK,GRAVE CREEK,SOUTHERN OREGON COASTAL,SOUTHERN OREGON COASTAL,BLM,fishpass_culvimp,218478,OR,1,1,1,1,1,1,1,1,1,272520.9140858559,TRUE,1,1,0,0,1,0,0,0,272520.9140858559,1,0,0,1,0,0,0,0,41033,41,0.013946304456457548,0,0,0.0642801980647799,0.15327306591559534,0.03348021623586063,0.201381002135102,0.02135101985190569,0.01903420705946486,0.039431245173306685,0.02126016444828056,0.023349838731658565,0.0012719756507518286,0.03625130604642711,0.011720347067641848,0.19229546177258894,0.015945123336210423,0.10766365329577976,0.044064870758188344
